# index, label, _pos
451,"SCALETTAR, RT","array([ 20.70596057, -53.3395308 ])"
452,"SHAHBAZYAN, TV","array([ 56.44455625, -34.44045611])"
453,"RAIKH, ME","array([ 43.80001988, -34.58521757])"
454,"DEMLER, E","array([ 28.50450545, -55.87974723])"
455,"ZHANG, S","array([ 27.5527006 , -57.48749306])"
456,"FELDMAN, DE","array([ 21.69836129, -33.85851351])"
457,"SCHULTKA, N","array([ 16.3332909 , -58.29278135])"
458,"MANOUSAKIS, E","array([ 24.79253641, -57.64066341])"
459,"BOWICK, M","array([ -6.3656605 , -38.66645545])"
460,"FRANCESCO, PD","array([ -6.60251338, -36.51714991])"
461,"GOLINELLI, O","array([  1.27536991, -44.39380106])"
462,"GUITTER, E","array([ -8.40724585, -35.37998726])"
463,"MACIA, E","array([ 19.64365443, -25.15839434])"
464,"KAWASHIMA, N","array([  4.06336399, -55.3990227 ])"
465,"GUBERNATIS, JE","array([ 18.89987851, -56.15773619])"
466,"KUKLOV, AB","array([ 51.71104267, -58.27507667])"
467,"KRAKOVSKY, A","array([ 63.59665877, -59.95707828])"
468,"BIRMAN, JL","array([ 57.13233328, -56.67826676])"
469,"MARINARI, E","array([ -2.85546582, -31.7115662 ])"
470,"BENAKLI, FPM","array([ 29.82612906, -33.64241592])"
471,"JAGANNATHAN, A","array([ 28.23854784, -41.49727371])"
472,"CORBERI, F","array([ -4.77335917, -19.77932395])"
473,"CONIGLIO, A","array([ -0.92149016, -22.64991286])"
474,"ZANNETTI, M","array([ -7.12281661, -21.39636475])"
475,"ARGAMAN, N","array([ 47.30339146, -31.24317555])"
476,"PORTNOI, ME","array([ 66.72536782, -11.59130501])"
477,"RASHBA, EI","array([ 59.13765613, -20.88327989])"
478,"FABRICIUS, K","array([  9.55659332, -73.44900814])"
479,"LOW, U","array([ 15.96895372, -79.46000272])"
480,"MUTTER, KH","array([  2.55793537, -70.00874347])"
481,"CUGLIANDOLO, LF","array([  8.96813436, -37.65373712])"
482,"DEAN, DS","array([ -0.19563889, -31.0086927 ])"
483,"FUENTES, M","array([ 10.31983265, -46.49418415])"
484,"LOPEZ, A","array([  8.34138935, -52.40373259])"
485,"MORENO, E","array([  8.67509776, -46.86158187])"
486,"GELLER, MR","array([ 45.08433113, -38.79754938])"
487,"VIGNALE, G","array([ 44.9579474 , -26.84947185])"
488,"BARANGER, HU","array([ 33.77563373, -38.68659583])"
489,"MELLO, PA","array([ 34.96758267, -32.63472503])"
490,"LEHLE, W","array([242.37750167,  -7.51790965])"
491,"SCHMID, A","array([240.67567138,  -8.6479556 ])"
492,"KOGAN, E","array([ 37.68503731, -33.83483343])"
493,"KAVEH, M","array([ 37.29238471, -33.27982191])"
494,"ANDREI, N","array([ 32.37396652, -55.83705662])"
495,"DOUGLAS, MR","array([ 38.08357956, -53.871694  ])"
496,"JEREZ, A","array([ 35.62580946, -55.28736445])"
497,"NAZARENKO, A","array([ 21.36660741, -58.5965425 ])"
498,"VOS, KJE","array([ 20.0979418 , -61.16631124])"
499,"HAAS, S","array([ 22.18307563, -59.78666055])"
500,"DAGOTTO, E","array([ 21.4149435 , -61.70283227])"
501,"GOODING, RJ","array([ 24.6609569 , -61.69319984])"
502,"GORELIK, LY","array([ 44.92308883, -51.00842528])"
503,"SHUMEIKO, VS","array([ 55.89000835, -53.18497062])"
504,"SHEKHTER, RI","array([ 42.21169739, -49.19071059])"
505,"WENDIN, G","array([ 56.4370181 , -53.48209945])"
506,"JONSON, M","array([ 42.83095026, -48.94048211])"
507,"BARMA, M","array([  0.16675804, -37.9182189 ])"
508,"BHALERAO, RS","array([ -9.10220115, -36.06086398])"
509,"HARRIS, AB","array([  4.33675264, -30.12304047])"
510,"CIEPLAK, M","array([  1.90822053, -29.48933764])"
511,"KOPIETZ, P","array([ 25.59595021, -47.98655204])"
512,"SCHOENHAMMER, K","array([ 24.73593962, -47.98618969])"
513,"HERMISSON, J","array([ 21.26106522, -32.76202103])"
514,"FRAHM, H","array([ 17.40593604, -49.41801676])"
515,"RODENBECK, C","array([ 11.11953905, -44.49109251])"
516,"PANG, H","array([ 23.80098747, -63.50351898])"
517,"AKHLAGHPOUR, H","array([ 17.37057166, -64.47657341])"
518,"JARRELL, M","array([ 18.65367398, -60.15723078])"
519,"KOLESIK, M","array([-10.60338401, -58.40112943])"
520,"SUZUKI, M","array([-14.04496898, -61.31633893])"
521,"CHOI, H","array([ 42.40858373, -55.73208788])"
522,"MELE, EJ","array([ 58.56314273, -57.71437194])"
523,"MEDEN, V","array([ 23.86267035, -52.3017645 ])"
524,"GONZALEZ, J","array([ 18.51077465, -44.82471821])"
525,"GUINEA, F","array([ 28.91465614, -45.89908703])"
526,"VOZMEDIANO, MAH","array([ 19.57181367, -45.35763284])"
527,"VERMEULEN, C","array([  0.90084971, -67.54975515])"
528,"BARFORD, W","array([  4.06167513, -65.4386194 ])"
529,"AZZOUZ, M","array([ -0.11019711, -93.06604831])"
530,"DOMBRE, T","array([  -5.21832383, -100.63169963])"
531,"FREERICKS, JK","array([ 14.62796805, -45.55877699])"
532,"GEORGAKIS, GA","array([ 47.27204832, -43.62231142])"
533,"NIU, Q","array([ 39.92748615, -47.22998713])"
534,"OLIVEIRA, SMD","array([-30.51767615, -25.50276835])"
535,"OLIVEIRA, PMCD","array([-16.04605479, -29.2010652 ])"
536,"BARRETO, FCS","array([-25.56877193, -25.90701992])"
537,"MARINO, I","array([ 26.53717905, 173.85307642])"
538,"EISENSTEIN, E","array([17.09297158,  1.67302384])"
539,"KANTER, I","array([13.8694319 , -7.24726006])"
540,"KESSLER, DA","array([22.0178217 ,  0.68697911])"
541,"KINZEL, W","array([17.15406302,  4.63621642])"
542,"JANA, D","array([-11.43899156,  -2.14216321])"
543,"ZHOU, C","array([ 28.7979769 , -78.60623356])"
544,"SCHULZ, HJ","array([ 27.23152572, -52.11626742])"
545,"LUEBECK, S","array([-20.72685653, -42.27666773])"
546,"TADIC, B","array([-15.65482032, -41.77896067])"
547,"IKEDA, R","array([271.74348983, -21.36920103])"
548,"MALDACENA, JM","array([ 40.06135393, -31.71434325])"
549,"LUDWIG, AWW","array([ 23.13505948, -40.37195149])"
550,"XU, D","array([ 44.46436152, -66.61843961])"
551,"YIP, SK","array([ 48.3583828 , -65.25896323])"
552,"SAULS, JA","array([ 35.5527522 , -64.26844084])"
553,"WU, XG","array([ 33.75727292, -42.49780249])"
554,"SONDHI, SL","array([ 36.09953135, -49.09620165])"
555,"MOOS, TH","array([ 58.21128201, -41.37595898])"
556,"HUBNER, W","array([ 50.69296854, -42.81716538])"
557,"LIN, KHB","array([ 58.74464173, -39.41173809])"
558,"WENG, ZY","array([ 45.5677877 , -64.86193304])"
559,"SHENG, DN","array([ 40.32159739, -59.87036084])"
560,"TING, CS","array([ 31.4590003 , -56.52135027])"
561,"NELSON, DR","array([  1.11594892, -39.48617518])"
562,"FREILIKHER, V","array([ 32.6202111 , -23.88763941])"
563,"PUSTILNIK, M","array([ 34.74838631, -36.35022526])"
564,"YURKEVICH, I","array([ 32.85040055, -24.5409115 ])"
565,"FREILIKHER, VD","array([ 35.51239612, -22.22326302])"
566,"MARADUDIN, AA","array([ 32.33272554, -19.23684724])"
567,"MCGURN, AR","array([ 36.01638596, -22.89404799])"
568,"LIANSKY, BA","array([ 35.23756411, -23.03621259])"
569,"YURKEVICH, IV","array([ 33.8532525 , -32.50559408])"
570,"DALLEY, S","array([268.78672967, -91.905051  ])"
571,"ZUREK, WH","array([33.48401396,  2.38006407])"
572,"MOON, K","array([ 33.22268173, -53.40417595])"
573,"GIRVIN, SM","array([ 35.20620588, -50.46165476])"
574,"BERGER, J","array([16.95233214, 18.53046225])"
575,"CHAU, HF","array([ 62.24410087, -39.48035355])"
576,"HUI, PM","array([ 67.26481696, -37.27895578])"
577,"WOO, YF","array([ 70.05667551, -36.37757135])"
578,"NAGEL, K","array([  8.5163229 , -46.12428277])"
579,"PACZUSKI, M","array([ -0.67100476, -38.04741766])"
580,"LVOV, V","array([ 2.70286491, -5.24232882])"
581,"PROCACCIA, I","array([  6.62359725, -13.69868392])"
582,"BOFFETTA, G","array([  7.58340988, -18.44667757])"
583,"PALADIN, G","array([  5.80511615, -25.48548949])"
584,"VULPIANI, A","array([  7.07595255, -21.52858938])"
585,"BAHEL, A","array([173.89008918, 120.35632068])"
586,"RAMAKRISHNA, MV","array([175.48411017, 118.90922466])"
587,"PAN, J","array([175.70744606, 121.02516907])"
588,"TOMASULO, A","array([176.31508665, 116.72927145])"
589,"RAMAKRISHNAI, MV","array([177.04710526, 114.701345  ])"
590,"DICKMAN, R","array([ -2.25468786, -30.1791182 ])"
591,"STELL, G","array([ -7.60711837, -33.79369379])"
592,"JANSEN, APJ","array([121.20851555, 187.9303127 ])"
593,"SWIFT, MR","array([ -1.79073721, -28.03925349])"
594,"OSBORN, WR","array([ -8.57093849, -23.50321288])"
595,"YEOMANS, JM","array([ -6.47462695, -26.22456339])"
596,"FLANIGAN, M","array([  3.38183168, -37.50156271])"
597,"TAMAYO, P","array([ 10.77431019, -39.86186581])"
598,"BOETTCHER, S","array([-10.20113706, -18.15685678])"
599,"MOSHE, M","array([-17.0664405 , -11.57596816])"
600,"CAPPELLI, A","array([-44.46839158, -77.14963063])"
601,"TRUGENBERGER, CA","array([-49.02719421, -76.56764532])"
602,"ZEMBA, GR","array([-32.72488355, -71.70380587])"
603,"DIAMANTINI, MC","array([-54.12650738, -77.23749567])"
604,"SODANO, P","array([-42.45589927, -70.73563802])"
605,"GRABOWSKI, MP","array([ 68.84148604, -65.53056678])"
606,"MATHIEU, P","array([ 60.56630568, -61.4892928 ])"
607,"HETRICK, JE","array([-11.57870395, -93.11192997])"
608,"HOSOTANI, Y","array([-13.76223103, -97.0557961 ])"
609,"ISO, S","array([ -4.79944372, -85.47028509])"
610,"MAURI, F","array([ 51.26340622, -44.74205481])"
611,"CAR, R","array([ 46.09823591, -34.96733843])"
612,"RUGGERONE, P","array([ 42.57774878, -48.25308782])"
613,"KOHLER, B","array([ 42.54058483, -51.32799924])"
614,"WILKE, S","array([ 50.92327511, -53.8138185 ])"
615,"ZHONG, W","array([ 49.54700648, -57.35278603])"
616,"VANDERBILT, D","array([ 41.8776224 , -56.01209382])"
617,"RABE, KM","array([ 60.70015314, -55.34085823])"
618,"CHAKRABORTY, B","array([-10.89775647, -81.97159283])"
619,"HOLENDER, JM","array([ 71.73774968, -63.81182843])"
620,"PAYNE, MC","array([ 59.84572915, -59.43712785])"
621,"SIMPSON, A","array([ 69.55393672, -62.12816879])"
622,"MIGUEL, MS","array([-19.59531799,  13.23733942])"
623,"MONTAGNE, R","array([-21.42693037,  16.05796431])"
624,"AMENGUAL, A","array([-20.29121615,  17.10925616])"
625,"HERNANDEZGARCIA, E","array([-17.55382008,  12.51886549])"
626,"WODKIEWICZ, K","array([ 71.21049994, 209.93408542])"
627,"PRUSCHKE, T","array([ 17.84154996, -62.3636799 ])"
628,"HOLMLUND, K","array([ 21.47760885, -46.16173952])"
629,"MINNHAGEN, P","array([ 26.03255684, -52.32045631])"
630,"KUCHIEV, MY","array([ 35.93755938, -41.77472379])"
631,"SUSHKOV, OP","array([ 33.03119273, -48.6390159 ])"
632,"AO, P","array([ 42.91395919, -47.51984945])"
633,"TSAI, Y","array([-169.46574726, -232.11225613])"
634,"GORBAR, EV","array([-38.81969096, -92.99820353])"
635,"LOKTEV, VM","array([-34.59685666, -90.39731829])"
636,"SHARAPOV, SG","array([-35.51327008, -92.27871153])"
637,"POLYAKOV, DG","array([ 36.01173194, -31.79608911])"
638,"GUERRERO, M","array([ 20.41095651, -55.89048586])"
639,"YU, CC","array([  8.00637778, -56.67890534])"
640,"NARASIMHAN, S","array([ 50.58326059, -44.83371276])"
641,"HO, T","array([ 41.82571682, -43.22643474])"
642,"POTTERS, M","array([  6.8079067 , -34.28831339])"
643,"FRENKEL, DM","array([ 44.02811701, -69.38855042])"
644,"ZHANG, J","array([  2.64131109, -58.01867094])"
645,"RIKVOLD, PA","array([ -1.96689805, -57.46308282])"
646,"SUNG, YE","array([ -5.10984626, -59.79620359])"
647,"WIECKOWSKI, A","array([ -5.2859322 , -58.32770189])"
648,"ZHA, Y","array([ 32.27551043, -60.34926656])"
649,"MUKAMEL, D","array([ 10.74180824, -20.69722445])"
650,"OREG, Y","array([ 38.49702512, -47.68786427])"
651,"FINKELSTEIN, AM","array([ 36.46950022, -54.44157957])"
652,"CANESSA, E","array([  9.39892379, -21.6435781 ])"
653,"RUIZLORENZO, JJ","array([  3.14677854, -29.85146228])"
654,"KELLENDONK, J","array([56.57067161,  0.70861063])"
655,"KIERFELD, J","array([  9.05487661, -44.40698246])"
656,"KIOMETZIS, M","array([-71.46022112, -81.93957132])"
657,"KLEINERT, H","array([-65.62347834, -83.06139605])"
658,"INSTITUT, AMJSS","array([-72.02268966, -83.21352333])"
659,"MIKHEEV, LV","array([ 15.61887252, -37.3090466 ])"
660,"DROSSEL, B","array([  2.3221898 , -38.19098352])"
661,"KARDAR, M","array([  4.08701297, -43.51109104])"
662,"QUESADA, D","array([ 90.72150201, -63.57755426])"
663,"TRALLEROGINER, C","array([ 81.13317632, -61.10984603])"
664,"LEE, D","array([ 30.46296555, -45.93925697])"
665,"WANG, Z","array([ 35.48856923, -55.97238644])"
666,"FRADKIN, MA","array([-192.98569008,   68.87068798])"
667,"AU, C","array([ -4.7180652 , -74.47676206])"
668,"ZHAO, B","array([ -5.97246884, -73.23431702])"
669,"GRANATO, E","array([ 19.40797674, -54.74604003])"
670,"VEIGY, ADD","array([ 41.82166583, -13.86281866])"
671,"OUVRY, S","array([ 37.08737987, -23.9848764 ])"
672,"PHYSIQUE, DD","array([43.75773873, -8.71477423])"
673,"FORGACS, G","array([  6.50700772, -50.16381519])"
674,"ZIEGLER, K","array([ 13.21475963, -50.87176971])"
675,"FOGEDBY, HC","array([ 10.62507374, -31.02936076])"
676,"ERIKSSON, AB","array([ 21.85615955, -33.21280532])"
677,"MORR, DK","array([ 33.17150161, -60.04617474])"
678,"SA, PD","array([ 10.64922657, -50.19809999])"
679,"KANTOR, Y","array([ -5.85988314, -39.07316879])"
680,"SCHUTZ, G","array([-10.35730245, -41.23957889])"
681,"HOLYST, R","array([-58.42055907, -11.45197134])"
682,"OSWALD, P","array([-67.42926789,  -7.11124794])"
683,"YI, J","array([ 48.71219181, -42.43548885])"
684,"CANRIGHT, GS","array([ 58.74644392, -27.00538184])"
685,"BERLINSKY, AJ","array([ 33.46877456, -55.78003607])"
686,"FETTER, AL","array([ 34.53582661, -53.57276936])"
687,"FRANZ, M","array([ 23.02532019, -61.10867749])"
688,"KALLIN, C","array([ 32.96375452, -56.15037206])"
689,"SOININEN, PI","array([ 30.26631996, -57.9886763 ])"
690,"THEORETISCHE, VSOIF","array([-68.53309987, -83.28380171])"
691,"SUGANO, R","array([ -0.49065949, -77.97963962])"
692,"ONOGI, T","array([  8.4029649 , -71.86039655])"
693,"MURAYAMA, Y","array([  0.44089389, -79.20254179])"
694,"TURNER, N","array([ 49.51604737, -38.27703913])"
695,"NICHOLLS, JT","array([ 47.19998404, -38.72696272])"
696,"BROWN, KM","array([ 50.15501444, -38.52819008])"
697,"LINFIELD, EH","array([ 44.94355218, -40.9953621 ])"
698,"PEPPER, M","array([ 49.19480294, -40.57229596])"
699,"RITCHIE, DA","array([ 49.34989459, -42.65564566])"
700,"JONES, GAC","array([ 46.88764488, -42.27070267])"
701,"RIEGER, H","array([ -1.82899954, -43.9519823 ])"
702,"CARAZZA, B","array([-156.50119274,  113.39003912])"
703,"ITALY, PDP","array([-154.73156922,  112.46199823])"
704,"WILKIN, NK","array([ 16.37637001, -35.3733506 ])"
705,"MOORE, MA","array([  8.77199039, -29.81829002])"
706,"COOPER, SL","array([ 31.29674557, -71.37143242])"
707,"PINES, D","array([ 34.35460791, -60.62335091])"
708,"FISHER, MPA","array([ 28.51338168, -48.34300228])"
709,"ZHENG, L","array([ 32.78320549, -50.55776509])"
710,"FERTIG, HA","array([ 38.17647186, -46.47425003])"
711,"KENTUCKY, UO","array([ 39.09576525, -46.85859097])"
712,"FELDMAN, J","array([ -5.77236819, -66.45328729])"
713,"MAGNEN, J","array([-16.54780811, -71.38691446])"
714,"RIVASSEAU, V","array([-16.07812229, -72.14203426])"
715,"TRUBOWITZ, E","array([ -6.26334614, -65.86925658])"
716,"MATTSSON, A","array([ 25.49491269, -35.59405291])"
717,"MARTINEZ, S","array([-184.2729013 ,  108.61363575])"
718,"PETRITIS, D","array([-184.61341365,  106.69511799])"
719,"XI, Z","array([-17.65721577, -86.07206415])"
720,"RADTKE, RJ","array([ 37.27655639, -53.69420303])"
721,"FRAHM, K","array([ 36.8490545 , -30.22286185])"
722,"MUELLERGROELING, A","array([ 32.18069555, -26.29854048])"
723,"PICHARD, JL","array([ 30.55022253, -30.95757864])"
724,"WEINMANN, D","array([ 30.92451117, -29.13712987])"
725,"HARIGAYA, K","array([  2.27597448, -43.40084162])"
726,"SHIMOI, Y","array([  5.86067925, -53.3376044 ])"
727,"ABE, S","array([  3.80557548, -33.74086932])"
728,"BEENEN, J","array([-35.68405598, -42.45653948])"
729,"EDWARDS, DM","array([-27.38537704, -40.93120064])"
730,"CARLSON, J","array([ 24.19688779, -59.01875122])"
731,"MEZARD, M","array([ 14.53723693, -31.09783835])"
732,"BRODERIX, K","array([ -3.05929431, -41.41816276])"
733,"HUNDERTMARK, D","array([ -6.45690525, -28.74651797])"
734,"KIRSCH, W","array([-11.16131818, -36.46148038])"
735,"FEINGOLD, M","array([ 29.50407035, -22.34650542])"
736,"AVISHAI, Y","array([ 25.15215309, -33.45612779])"
737,"BERKOVITS, R","array([ 29.74324141, -28.59893475])"
738,"POKROVSKY, SV","array([ 35.70985785, -34.56790709])"
739,"POKROVSKY, VL","array([ 31.42273937, -41.52298393])"
740,"KUMAR, PBS","array([-5.76100753, -9.53473193])"
741,"NG, K","array([ 31.94042071, -62.64084911])"
742,"UNIVERSITY, R","array([ 36.43680963, -64.33792276])"
743,"ADLER, J","array([ -0.68299579, -50.21215449])"
744,"PRIVMAN, V","array([ -9.62817749, -46.59864184])"
745,"CADILHE, AMR","array([-19.30866988, -47.25864284])"
746,"GLASSER, ML","array([-18.98030672, -48.27652218])"
747,"CHOI, M","array([ 41.25150139, -46.64528286])"
748,"LEE, S","array([ 39.89314068, -62.00216157])"
749,"PUTIKKA, W","array([248.79419725,  16.24447002])"
750,"DZIARMAGA, J","array([33.53631776,  7.67236874])"
751,"GYURE, MF","array([  4.17878427, -20.35105183])"
752,"HARRINGTON, ST","array([  3.4190072 , -21.80112723])"
753,"STRILKA, R","array([  4.76855235, -19.91949875])"
754,"STANLEY, HE","array([  9.37851027, -27.05060052])"
755,"STAUFFER, D","array([ -2.18868326, -29.54350462])"
756,"ABRAHAMS, E","array([ 30.71602466, -58.75457059])"
757,"BALATSKY, AV","array([ 27.64869124, -63.11740051])"
758,"SCHRIEFFER, JR","array([ 21.66591214, -63.49460534])"
759,"NEWMAN, MEJ","array([ -4.11467993, -14.13238195])"
760,"HENLEY, CL","array([ -6.98659322, -30.28869054])"
761,"NOVOTNY, MA","array([ -3.81761173, -54.66263916])"
762,"BORGONOVI, F","array([ 45.5502414 , -20.85090686])"
763,"SHEPELYANSKY, DL","array([ 41.74493486, -23.98531126])"
764,"SILVESTROV, PG","array([ 38.98840795, -41.37703129])"
765,"FRICKE, J","array([ 21.01539683, -47.50490206])"
766,"BOTTANI, S","array([ -7.63077772, -52.35220803])"
767,"HADICKE, A","array([ 58.1077251 , -10.00808996])"
768,"GAGLIANO, ER","array([  8.76773297, -62.71418272])"
769,"FEIGELMAN, MV","array([ 24.56623833, -58.15744896])"
770,"GESHKENBEIN, VB","array([ 33.55757136, -48.22851628])"
771,"WICHMANN, T","array([  1.09096396, -11.36590774])"
772,"GIACOMETTI, A","array([  9.58511892, -18.9176727 ])"
773,"MURTHY, KPN","array([ 0.49708862, -9.14777699])"
774,"MARTINDELGADO, MA","array([ 16.35510012, -48.09595351])"
775,"SIERRA, G","array([ 18.079151  , -49.82385816])"
776,"SCHUTZ, GM","array([  4.71491242, -25.12870337])"
777,"ROEMER, RA","array([ 26.72616992, -26.26738677])"
778,"ECKLE, HP","array([ 26.70331865, -30.38594045])"
779,"SUTHERLAND, B","array([ 25.47037077, -34.65558705])"
780,"NETO, AHC","array([ 34.21665022, -59.68058384])"
781,"PHILLIPS, P","array([ 30.00682972, -55.23437576])"
782,"CALDEIRA, AO","array([ 39.20928617, -55.28120768])"
783,"KAMENEV, A","array([ 32.75638333, -40.05277442])"
784,"GEFEN, Y","array([ 38.49670967, -37.52993996])"
785,"HALLBERG, KA","array([ 26.3187056, -64.1284703])"
786,"FALKO, VI","array([ 46.07237871, -40.22634717])"
787,"EFETOV, KB","array([ 38.99958297, -33.91421624])"
788,"LESOVIK, GB","array([ 38.9820248 , -48.35660421])"
789,"LINDEN, WVD","array([ 12.18580336, -50.51097925])"
790,"PREUSS, R","array([ 14.73257012, -58.49512258])"
791,"PENNA, TJP","array([-15.01095843, -33.04579036])"
792,"CARVALHAES, CG","array([-24.10399555, -27.02149792])"
793,"JR, ATC","array([-25.37628412, -20.9289069 ])"
794,"OLIVEIRA, SMMD","array([-11.98946826, -31.74125455])"
795,"CORDEIRO, CE","array([ -8.66950618, -40.99298074])"
796,"HEID, R","array([166.92247691, 161.00209267])"
797,"WHITE, SR","array([ 21.12713513, -51.19842866])"
798,"GRAF, MJ","array([ 34.24220606, -74.79281066])"
799,"PALUMBO, M","array([ 32.78821109, -81.9300743 ])"
800,"RAINER, D","array([ 32.53933372, -73.63834728])"
801,"OSTLUND, S","array([  0.26793011, -48.88233404])"
802,"ROMMER, S","array([ 16.29956325, -49.43619647])"
803,"JANCOVICI, B","array([-26.18199033, -32.7072229 ])"
